GTOPO30_ASPECT_reduced,x,y
-9999.0,-81.8125,44.0625
45.0,55.9375,53.3125
198.0,3.1875,48.4375
149.0,-92.6875,49.6875
34.0,100.1875,35.9375
-9999.0,-26.0625,68.6875
85.0,72.5625,41.9375
275.0,-69.1875,50.5625
36.0,111.9375,31.9375
105.0,37.0625,50.9375
134.0,90.6875,56.1875
82.0,-147.8125,69.6875
244.0,-104.8125,29.6875
229.0,-122.1875,38.5625
163.0,65.1875,57.0625
198.0,106.8125,59.3125
-9999.0,117.4375,-8.1875
-9999.0,149.8125,-35.1875
2.0,89.9375,51.8125
193.0,-171.8125,65.9375
21.0,-90.0625,46.3125
312.0,27.8125,41.1875
223.0,96.3125,31.4375
148.0,85.1875,55.5625
281.0,87.9375,53.4375
16.0,-121.0625,69.5625
187.0,18.9375,50.8125
316.0,80.3125,43.1875
-9999.0,-23.4375,70.3125
90.0,-95.6875,61.4375
190.0,-76.1875,53.0625
213.0,42.8125,56.5625
200.0,-76.3125,40.5625
165.0,-68.1875,51.9375
172.0,100.1875,71.9375
214.0,49.8125,66.5625
104.0,120.1875,57.6875
333.0,-130.0625,53.6875
10.0,19.6875,64.3125
328.0,31.5625,66.8125
144.0,-70.3125,58.4375
18.0,-98.6875,59.5625
166.0,79.6875,60.4375
86.0,-101.4375,34.6875
352.0,-70.1875,56.8125
113.0,-98.5625,42.6875
-9999.0,67.0625,69.9375
336.0,-16.3125,66.4375
309.0,117.4375,60.6875
63.0,-97.1875,48.5625
153.0,163.0625,56.1875
330.0,21.0625,49.5625
162.0,-139.8125,60.8125
-9999.0,-76.3125,38.6875
270.0,-92.6875,39.4375
356.0,100.3125,29.3125
345.0,21.8125,61.9375
-9999.0,-162.0625,59.6875
27.0,-101.6875,61.1875
301.0,29.6875,-20.9375
292.0,58.3125,59.6875
259.0,130.8125,-12.8125
316.0,56.8125,63.5625
84.0,129.4375,71.3125
38.0,49.4375,61.6875
225.0,-106.8125,50.1875
334.0,104.5625,26.9375
176.0,-90.1875,48.5625
270.0,-117.3125,65.8125
270.0,32.6875,46.5625
223.0,114.4375,41.5625
58.0,42.8125,46.9375
165.0,-113.9375,57.3125
169.0,-69.8125,55.0625
95.0,113.5625,2.8125
-9999.0,118.0625,-35.1875
-9999.0,149.4375,-37.8125
84.0,156.9375,56.8125
-9999.0,-107.4375,66.9375
162.0,66.3125,64.3125
-9999.0,-101.3125,63.1875
98.0,-98.5625,16.6875
333.0,31.6875,57.4375
318.0,106.3125,16.3125
-9999.0,23.4375,37.5625
287.0,100.6875,25.8125
179.0,-119.3125,41.0625
72.0,13.0625,45.6875
9.0,-78.9375,50.6875
235.0,67.1875,55.1875
268.0,-72.0625,-37.1875
276.0,162.0625,65.0625
229.0,-116.9375,64.6875
-9999.0,140.3125,-34.9375
281.0,-116.3125,68.6875
335.0,119.6875,-29.6875
334.0,125.1875,59.6875
90.0,91.9375,24.4375
30.0,161.4375,63.5625
-9999.0,-75.8125,37.9375
